index,variable,value,Selected
1521,Men make more money,Not selected,False
1525,Men make more money,Not selected,False
1529,Men make more money,Not selected,False
1530,Men make more money,Men make more money,True
1535,Men make more money,Not selected,False
1536,Men make more money,Not selected,False
1537,Men make more money,Not selected,False
1539,Men make more money,Not selected,False
1542,Men make more money,Men make more money,True
1544,Men make more money,Not selected,False
1545,Men make more money,Men make more money,True
1546,Men make more money,Not selected,False
1547,Men make more money,Not selected,False
1552,Men make more money,Not selected,False
1553,Men make more money,Men make more money,True
1554,Men make more money,Not selected,False
1555,Men make more money,Not selected,False
1556,Men make more money,Not selected,False
1557,Men make more money,Not selected,False
1558,Men make more money,Not selected,False
1559,Men make more money,Not selected,False
1560,Men make more money,Not selected,False
1561,Men make more money,Not selected,False
1562,Men make more money,Not selected,False
1563,Men make more money,Not selected,False
1564,Men make more money,Not selected,False
1566,Men make more money,Not selected,False
1567,Men make more money,Not selected,False
1568,Men make more money,Not selected,False
1569,Men make more money,Not selected,False
1570,Men make more money,Men make more money,True
1571,Men make more money,Not selected,False
1572,Men make more money,Not selected,False
1573,Men make more money,Not selected,False
1575,Men make more money,Men make more money,True
1577,Men make more money,Not selected,False
1578,Men make more money,Not selected,False
1581,Men make more money,Not selected,False
1582,Men make more money,Not selected,False
1585,Men make more money,Not selected,False
1586,Men make more money,Not selected,False
1587,Men make more money,Not selected,False
1589,Men make more money,Not selected,False
1592,Men make more money,Not selected,False
1594,Men make more money,Not selected,False
1595,Men make more money,Not selected,False
1597,Men make more money,Not selected,False
1598,Men make more money,Not selected,False
1599,Men make more money,Not selected,False
1600,Men make more money,Not selected,False
1601,Men make more money,Not selected,False
1602,Men make more money,Not selected,False
1603,Men make more money,Not selected,False
1607,Men make more money,Not selected,False
1608,Men make more money,Not selected,False
1609,Men make more money,Not selected,False
1610,Men make more money,Men make more money,True
1611,Men make more money,Men make more money,True
1612,Men make more money,Men make more money,True
1613,Men make more money,Not selected,False
2,Men have more choice,Not selected,False
4,Men have more choice,Not selected,False
5,Men have more choice,Not selected,False
6,Men have more choice,Not selected,False
8,Men have more choice,Not selected,False
9,Men have more choice,Not selected,False
10,Men have more choice,Not selected,False
13,Men have more choice,Not selected,False
16,Men have more choice,Not selected,False
17,Men have more choice,Not selected,False
18,Men have more choice,Not selected,False
21,Men have more choice,Not selected,False
22,Men have more choice,Not selected,False
23,Men have more choice,Not selected,False
25,Men have more choice,Not selected,False
30,Men have more choice,Not selected,False
34,Men have more choice,Not selected,False
35,Men have more choice,Men have more choice,True
36,Men have more choice,Not selected,False
41,Men have more choice,Not selected,False
42,Men have more choice,Not selected,False
44,Men have more choice,Not selected,False
46,Men have more choice,Not selected,False
49,Men have more choice,Not selected,False
50,Men have more choice,Not selected,False
54,Men have more choice,Not selected,False
58,Men have more choice,Not selected,False
63,Men have more choice,Men have more choice,True
64,Men have more choice,Not selected,False
65,Men have more choice,Not selected,False
66,Men have more choice,Not selected,False
70,Men have more choice,Not selected,False
72,Men have more choice,Not selected,False
76,Men have more choice,Not selected,False
77,Men have more choice,Not selected,False
78,Men have more choice,Men have more choice,True
79,Men have more choice,Not selected,False
80,Men have more choice,Men have more choice,True
84,Men have more choice,Men have more choice,True
87,Men have more choice,Men have more choice,True
92,Men have more choice,Not selected,False
93,Men have more choice,Not selected,False
95,Men have more choice,Not selected,False
96,Men have more choice,Not selected,False
100,Men have more choice,Not selected,False
103,Men have more choice,Not selected,False
105,Men have more choice,Not selected,False
108,Men have more choice,Not selected,False
109,Men have more choice,Not selected,False
111,Men have more choice,Not selected,False
112,Men have more choice,Not selected,False
113,Men have more choice,Not selected,False
114,Men have more choice,Not selected,False
116,Men have more choice,Not selected,False
117,Men have more choice,Men have more choice,True
119,Men have more choice,Not selected,False
123,Men have more choice,Not selected,False
126,Men have more choice,Not selected,False
127,Men have more choice,Not selected,False
129,Men have more choice,Not selected,False
130,Men have more choice,Not selected,False
132,Men have more choice,Not selected,False
135,Men have more choice,Not selected,False
138,Men have more choice,Not selected,False
140,Men have more choice,Not selected,False
142,Men have more choice,Not selected,False
143,Men have more choice,Not selected,False
145,Men have more choice,Not selected,False
148,Men have more choice,Men have more choice,True
149,Men have more choice,Men have more choice,True
150,Men have more choice,Not selected,False
151,Men have more choice,Not selected,False
152,Men have more choice,Not selected,False
153,Men have more choice,Not selected,False
154,Men have more choice,Not selected,False
155,Men have more choice,Not selected,False
157,Men have more choice,Not selected,False
158,Men have more choice,Not selected,False
159,Men have more choice,Not selected,False
160,Men have more choice,Men have more choice,True
161,Men have more choice,Not selected,False
163,Men have more choice,Not selected,False
164,Men have more choice,Not selected,False
166,Men have more choice,Not selected,False
168,Men have more choice,Men have more choice,True
171,Men have more choice,Not selected,False
174,Men have more choice,Not selected,False
176,Men have more choice,Not selected,False
177,Men have more choice,Men have more choice,True
178,Men have more choice,Not selected,False
179,Men have more choice,Not selected,False
180,Men have more choice,Not selected,False
181,Men have more choice,Not selected,False
182,Men have more choice,Not selected,False
183,Men have more choice,Not selected,False
184,Men have more choice,Not selected,False
186,Men have more choice,Not selected,False
187,Men have more choice,Not selected,False
192,Men have more choice,Men have more choice,True
193,Men have more choice,Not selected,False
197,Men have more choice,Not selected,False
198,Men have more choice,Not selected,False
200,Men have more choice,Not selected,False
203,Men have more choice,Not selected,False
204,Men have more choice,Not selected,False
206,Men have more choice,Not selected,False
207,Men have more choice,Not selected,False
208,Men have more choice,Not selected,False
212,Men have more choice,Not selected,False
213,Men have more choice,Not selected,False
214,Men have more choice,Not selected,False
217,Men have more choice,Not selected,False
219,Men have more choice,Not selected,False
220,Men have more choice,Not selected,False
221,Men have more choice,Men have more choice,True
222,Men have more choice,Not selected,False
225,Men have more choice,Not selected,False
226,Men have more choice,Not selected,False
227,Men have more choice,Not selected,False
228,Men have more choice,Not selected,False
229,Men have more choice,Not selected,False
231,Men have more choice,Not selected,False
233,Men have more choice,Not selected,False
234,Men have more choice,Not selected,False
236,Men have more choice,Not selected,False
237,Men have more choice,Not selected,False
238,Men have more choice,Not selected,False
240,Men have more choice,Not selected,False
241,Men have more choice,Not selected,False
243,Men have more choice,Men have more choice,True
244,Men have more choice,Not selected,False
247,Men have more choice,Not selected,False
251,Men have more choice,Not selected,False
252,Men have more choice,Not selected,False
253,Men have more choice,Not selected,False
254,Men have more choice,Not selected,False
257,Men have more choice,Not selected,False
258,Men have more choice,Not selected,False
261,Men have more choice,Not selected,False
263,Men have more choice,Not selected,False
264,Men have more choice,Not selected,False
265,Men have more choice,Not selected,False
266,Men have more choice,Not selected,False
268,Men have more choice,Not selected,False
271,Men have more choice,Not selected,False
272,Men have more choice,Not selected,False
273,Men have more choice,Not selected,False
274,Men have more choice,Not selected,False
276,Men have more choice,Not selected,False
279,Men have more choice,Not selected,False
280,Men have more choice,Men have more choice,True
282,Men have more choice,Not selected,False
283,Men have more choice,Not selected,False
284,Men have more choice,Not selected,False
287,Men have more choice,Not selected,False
288,Men have more choice,Not selected,False
289,Men have more choice,Men have more choice,True
291,Men have more choice,Not selected,False
292,Men have more choice,Not selected,False
293,Men have more choice,Not selected,False
294,Men have more choice,Not selected,False
295,Men have more choice,Not selected,False
298,Men have more choice,Not selected,False
301,Men have more choice,Not selected,False
302,Men have more choice,Not selected,False
305,Men have more choice,Men have more choice,True
306,Men have more choice,Not selected,False
307,Men have more choice,Not selected,False
308,Men have more choice,Not selected,False
311,Men have more choice,Not selected,False
316,Men have more choice,Not selected,False
319,Men have more choice,Not selected,False
320,Men have more choice,Not selected,False
323,Men have more choice,Not selected,False
324,Men have more choice,Not selected,False
325,Men have more choice,Not selected,False
331,Men have more choice,Not selected,False
336,Men have more choice,Not selected,False
338,Men have more choice,Men have more choice,True
340,Men have more choice,Not selected,False
342,Men have more choice,Not selected,False
345,Men have more choice,Men have more choice,True
346,Men have more choice,Not selected,False
348,Men have more choice,Not selected,False
349,Men have more choice,Not selected,False
352,Men have more choice,Not selected,False
356,Men have more choice,Not selected,False
357,Men have more choice,Not selected,False
358,Men have more choice,Not selected,False
361,Men have more choice,Not selected,False
362,Men have more choice,Not selected,False
363,Men have more choice,Not selected,False
364,Men have more choice,Not selected,False
366,Men have more choice,Not selected,False
367,Men have more choice,Not selected,False
368,Men have more choice,Men have more choice,True
370,Men have more choice,Not selected,False
372,Men have more choice,Not selected,False
376,Men have more choice,Not selected,False
377,Men have more choice,Not selected,False
380,Men have more choice,Not selected,False
385,Men have more choice,Not selected,False
388,Men have more choice,Not selected,False
389,Men have more choice,Not selected,False
390,Men have more choice,Not selected,False
391,Men have more choice,Not selected,False
393,Men have more choice,Not selected,False
394,Men have more choice,Not selected,False
395,Men have more choice,Men have more choice,True
399,Men have more choice,Not selected,False
401,Men have more choice,Not selected,False
404,Men have more choice,Not selected,False
405,Men have more choice,Not selected,False
406,Men have more choice,Not selected,False
408,Men have more choice,Not selected,False
413,Men have more choice,Men have more choice,True
414,Men have more choice,Not selected,False
415,Men have more choice,Not selected,False
421,Men have more choice,Not selected,False
422,Men have more choice,Not selected,False
425,Men have more choice,Men have more choice,True
429,Men have more choice,Not selected,False
431,Men have more choice,Not selected,False
432,Men have more choice,Men have more choice,True
436,Men have more choice,Not selected,False
440,Men have more choice,Not selected,False
441,Men have more choice,Men have more choice,True
444,Men have more choice,Not selected,False
445,Men have more choice,Not selected,False
447,Men have more choice,Not selected,False
448,Men have more choice,Men have more choice,True
449,Men have more choice,Not selected,False
451,Men have more choice,Not selected,False
452,Men have more choice,Not selected,False
453,Men have more choice,Men have more choice,True
459,Men have more choice,Not selected,False
461,Men have more choice,Not selected,False
462,Men have more choice,Men have more choice,True
464,Men have more choice,Not selected,False
465,Men have more choice,Not selected,False
466,Men have more choice,Not selected,False
470,Men have more choice,Not selected,False
472,Men have more choice,Not selected,False
473,Men have more choice,Not selected,False
475,Men have more choice,Not selected,False
479,Men have more choice,Not selected,False
480,Men have more choice,Not selected,False
481,Men have more choice,Not selected,False
482,Men have more choice,Not selected,False
486,Men have more choice,Not selected,False
488,Men have more choice,Not selected,False
489,Men have more choice,Not selected,False
493,Men have more choice,Not selected,False
494,Men have more choice,Not selected,False
497,Men have more choice,Not selected,False
499,Men have more choice,Not selected,False
500,Men have more choice,Men have more choice,True
501,Men have more choice,Men have more choice,True
502,Men have more choice,Not selected,False
505,Men have more choice,Not selected,False
511,Men have more choice,Not selected,False
515,Men have more choice,Men have more choice,True
516,Men have more choice,Not selected,False
517,Men have more choice,Men have more choice,True
519,Men have more choice,Not selected,False
521,Men have more choice,Men have more choice,True
524,Men have more choice,Men have more choice,True
526,Men have more choice,Not selected,False
530,Men have more choice,Men have more choice,True
531,Men have more choice,Not selected,False
532,Men have more choice,Men have more choice,True
533,Men have more choice,Not selected,False
534,Men have more choice,Not selected,False
537,Men have more choice,Not selected,False
538,Men have more choice,Not selected,False
542,Men have more choice,Not selected,False
545,Men have more choice,Men have more choice,True
548,Men have more choice,Not selected,False
550,Men have more choice,Not selected,False
551,Men have more choice,Men have more choice,True
555,Men have more choice,Not selected,False
557,Men have more choice,Not selected,False
562,Men have more choice,Not selected,False
563,Men have more choice,Not selected,False
564,Men have more choice,Not selected,False
565,Men have more choice,Not selected,False
566,Men have more choice,Not selected,False
568,Men have more choice,Not selected,False
571,Men have more choice,Not selected,False
572,Men have more choice,Not selected,False
573,Men have more choice,Not selected,False
574,Men have more choice,Not selected,False
575,Men have more choice,Men have more choice,True
576,Men have more choice,Not selected,False
583,Men have more choice,Not selected,False
585,Men have more choice,Not selected,False
586,Men have more choice,Not selected,False
587,Men have more choice,Not selected,False
592,Men have more choice,Not selected,False
598,Men have more choice,Not selected,False
600,Men have more choice,Men have more choice,True
601,Men have more choice,Men have more choice,True
603,Men have more choice,Men have more choice,True
605,Men have more choice,Not selected,False
613,Men have more choice,Not selected,False
614,Men have more choice,Not selected,False
616,Men have more choice,Not selected,False
619,Men have more choice,Not selected,False
624,Men have more choice,Not selected,False
632,Men have more choice,Men have more choice,True
633,Men have more choice,Not selected,False
634,Men have more choice,Men have more choice,True
637,Men have more choice,Not selected,False
638,Men have more choice,Not selected,False
643,Men have more choice,Men have more choice,True
644,Men have more choice,Not selected,False
646,Men have more choice,Men have more choice,True
647,Men have more choice,Men have more choice,True
649,Men have more choice,Not selected,False
651,Men have more choice,Not selected,False
653,Men have more choice,Not selected,False
657,Men have more choice,Men have more choice,True
658,Men have more choice,Not selected,False
661,Men have more choice,Not selected,False
662,Men have more choice,Not selected,False
663,Men have more choice,Not selected,False
666,Men have more choice,Not selected,False
667,Men have more choice,Not selected,False
670,Men have more choice,Not selected,False
674,Men have more choice,Not selected,False
675,Men have more choice,Not selected,False
676,Men have more choice,Not selected,False
677,Men have more choice,Not selected,False
678,Men have more choice,Not selected,False
679,Men have more choice,Not selected,False
680,Men have more choice,Not selected,False
682,Men have more choice,Not selected,False
683,Men have more choice,Not selected,False
684,Men have more choice,Not selected,False
686,Men have more choice,Not selected,False
691,Men have more choice,Not selected,False
693,Men have more choice,Men have more choice,True
698,Men have more choice,Not selected,False
702,Men have more choice,Not selected,False
705,Men have more choice,Not selected,False
706,Men have more choice,Men have more choice,True
713,Men have more choice,Not selected,False
714,Men have more choice,Not selected,False
715,Men have more choice,Not selected,False
716,Men have more choice,Not selected,False
718,Men have more choice,Not selected,False
721,Men have more choice,Not selected,False
723,Men have more choice,Not selected,False
724,Men have more choice,Not selected,False
726,Men have more choice,Men have more choice,True
730,Men have more choice,Men have more choice,True
731,Men have more choice,Not selected,False
732,Men have more choice,Men have more choice,True
735,Men have more choice,Men have more choice,True
737,Men have more choice,Men have more choice,True
738,Men have more choice,Not selected,False
742,Men have more choice,Not selected,False
744,Men have more choice,Not selected,False
745,Men have more choice,Not selected,False
746,Men have more choice,Not selected,False
750,Men have more choice,Not selected,False
751,Men have more choice,Men have more choice,True
752,Men have more choice,Not selected,False
754,Men have more choice,Men have more choice,True
755,Men have more choice,Not selected,False
759,Men have more choice,Not selected,False
762,Men have more choice,Not selected,False
763,Men have more choice,Not selected,False
764,Men have more choice,Not selected,False
768,Men have more choice,Not selected,False
769,Men have more choice,Not selected,False
770,Men have more choice,Not selected,False
771,Men have more choice,Not selected,False
772,Men have more choice,Not selected,False
773,Men have more choice,Not selected,False
774,Men have more choice,Not selected,False
777,Men have more choice,Not selected,False
779,Men have more choice,Not selected,False
781,Men have more choice,Not selected,False
786,Men have more choice,Not selected,False
788,Men have more choice,Not selected,False
793,Men have more choice,Men have more choice,True
795,Men have more choice,Not selected,False
796,Men have more choice,Not selected,False
797,Men have more choice,Not selected,False
798,Men have more choice,Not selected,False
801,Men have more choice,Not selected,False
802,Men have more choice,Not selected,False
805,Men have more choice,Not selected,False
808,Men have more choice,Not selected,False
811,Men have more choice,Not selected,False
812,Men have more choice,Not selected,False
814,Men have more choice,Men have more choice,True
816,Men have more choice,Not selected,False
818,Men have more choice,Not selected,False
821,Men have more choice,Not selected,False
824,Men have more choice,Not selected,False
825,Men have more choice,Not selected,False
826,Men have more choice,Not selected,False
835,Men have more choice,Not selected,False
837,Men have more choice,Not selected,False
838,Men have more choice,Not selected,False
839,Men have more choice,Not selected,False
842,Men have more choice,Not selected,False
847,Men have more choice,Not selected,False
852,Men have more choice,Not selected,False
853,Men have more choice,Not selected,False
857,Men have more choice,Not selected,False
858,Men have more choice,Not selected,False
860,Men have more choice,Not selected,False
862,Men have more choice,Not selected,False
863,Men have more choice,Not selected,False
866,Men have more choice,Not selected,False
867,Men have more choice,Not selected,False
868,Men have more choice,Not selected,False
869,Men have more choice,Not selected,False
873,Men have more choice,Not selected,False
879,Men have more choice,Not selected,False
880,Men have more choice,Men have more choice,True
881,Men have more choice,Not selected,False
887,Men have more choice,Not selected,False
891,Men have more choice,Men have more choice,True
896,Men have more choice,Men have more choice,True
899,Men have more choice,Not selected,False
903,Men have more choice,Men have more choice,True
904,Men have more choice,Not selected,False
908,Men have more choice,Not selected,False
909,Men have more choice,Not selected,False
910,Men have more choice,Not selected,False
913,Men have more choice,Not selected,False
914,Men have more choice,Not selected,False
915,Men have more choice,Not selected,False
917,Men have more choice,Men have more choice,True
918,Men have more choice,Not selected,False
920,Men have more choice,Not selected,False
921,Men have more choice,Not selected,False
922,Men have more choice,Not selected,False
923,Men have more choice,Not selected,False
924,Men have more choice,Not selected,False
926,Men have more choice,Not selected,False
929,Men have more choice,Men have more choice,True
931,Men have more choice,Not selected,False
933,Men have more choice,Not selected,False
937,Men have more choice,Not selected,False
938,Men have more choice,Not selected,False
939,Men have more choice,Not selected,False
940,Men have more choice,Men have more choice,True
942,Men have more choice,Not selected,False
945,Men have more choice,Men have more choice,True
946,Men have more choice,Men have more choice,True
949,Men have more choice,Not selected,False
951,Men have more choice,Not selected,False
952,Men have more choice,Men have more choice,True
954,Men have more choice,Not selected,False
959,Men have more choice,Not selected,False
960,Men have more choice,Not selected,False
961,Men have more choice,Not selected,False
963,Men have more choice,Not selected,False
966,Men have more choice,Not selected,False
967,Men have more choice,Not selected,False
968,Men have more choice,Not selected,False
971,Men have more choice,Not selected,False
974,Men have more choice,Not selected,False
977,Men have more choice,Not selected,False
978,Men have more choice,Men have more choice,True
980,Men have more choice,Not selected,False
984,Men have more choice,Not selected,False
985,Men have more choice,Not selected,False
986,Men have more choice,Not selected,False
987,Men have more choice,Not selected,False
988,Men have more choice,Not selected,False
989,Men have more choice,Not selected,False
993,Men have more choice,Not selected,False
995,Men have more choice,Not selected,False
996,Men have more choice,Not selected,False
999,Men have more choice,Not selected,False
1000,Men have more choice,Not selected,False
1001,Men have more choice,Not selected,False
1003,Men have more choice,Not selected,False
1004,Men have more choice,Not selected,False
1006,Men have more choice,Not selected,False
1008,Men have more choice,Not selected,False
1010,Men have more choice,Not selected,False
1011,Men have more choice,Not selected,False
1012,Men have more choice,Not selected,False
1013,Men have more choice,Not selected,False
1015,Men have more choice,Not selected,False
1017,Men have more choice,Men have more choice,True
1022,Men have more choice,Not selected,False
1025,Men have more choice,Not selected,False
1026,Men have more choice,Not selected,False
1029,Men have more choice,Not selected,False
1030,Men have more choice,Not selected,False
1033,Men have more choice,Not selected,False
1034,Men have more choice,Not selected,False
1035,Men have more choice,Not selected,False
1047,Men have more choice,Not selected,False
1051,Men have more choice,Not selected,False
1052,Men have more choice,Not selected,False
1053,Men have more choice,Not selected,False
1055,Men have more choice,Not selected,False
1058,Men have more choice,Not selected,False
1060,Men have more choice,Not selected,False
1064,Men have more choice,Not selected,False
1065,Men have more choice,Not selected,False
1066,Men have more choice,Not selected,False
1067,Men have more choice,Not selected,False
1068,Men have more choice,Not selected,False
1070,Men have more choice,Not selected,False
1072,Men have more choice,Not selected,False
1073,Men have more choice,Not selected,False
1075,Men have more choice,Not selected,False
1077,Men have more choice,Not selected,False
1078,Men have more choice,Not selected,False
1080,Men have more choice,Not selected,False
1083,Men have more choice,Not selected,False
1084,Men have more choice,Not selected,False
1086,Men have more choice,Not selected,False
1088,Men have more choice,Men have more choice,True
1089,Men have more choice,Not selected,False
1092,Men have more choice,Not selected,False
1096,Men have more choice,Not selected,False
1098,Men have more choice,Men have more choice,True
1099,Men have more choice,Not selected,False
1103,Men have more choice,Not selected,False
1104,Men have more choice,Not selected,False
1105,Men have more choice,Not selected,False
1106,Men have more choice,Not selected,False
1107,Men have more choice,Not selected,False
1108,Men have more choice,Not selected,False
1109,Men have more choice,Not selected,False
1111,Men have more choice,Men have more choice,True
1112,Men have more choice,Not selected,False
1115,Men have more choice,Not selected,False
1116,Men have more choice,Not selected,False
1120,Men have more choice,Men have more choice,True
1121,Men have more choice,Not selected,False
1123,Men have more choice,Not selected,False
1124,Men have more choice,Not selected,False
1127,Men have more choice,Not selected,False
1129,Men have more choice,Not selected,False
1131,Men have more choice,Not selected,False
1133,Men have more choice,Not selected,False
1134,Men have more choice,Not selected,False
1137,Men have more choice,Men have more choice,True
1138,Men have more choice,Men have more choice,True
1141,Men have more choice,Not selected,False
1143,Men have more choice,Men have more choice,True
1145,Men have more choice,Not selected,False
1146,Men have more choice,Not selected,False
1150,Men have more choice,Not selected,False
1151,Men have more choice,Not selected,False
1153,Men have more choice,Men have more choice,True
1155,Men have more choice,Not selected,False
1156,Men have more choice,Not selected,False
1157,Men have more choice,Men have more choice,True
1158,Men have more choice,Not selected,False
1161,Men have more choice,Not selected,False
1162,Men have more choice,Not selected,False
1163,Men have more choice,Not selected,False
1164,Men have more choice,Men have more choice,True
1166,Men have more choice,Not selected,False
1171,Men have more choice,Not selected,False
1173,Men have more choice,Not selected,False
1174,Men have more choice,Not selected,False
1180,Men have more choice,Men have more choice,True
1182,Men have more choice,Not selected,False
1183,Men have more choice,Not selected,False
1184,Men have more choice,Not selected,False
1185,Men have more choice,Not selected,False
1187,Men have more choice,Not selected,False
1189,Men have more choice,Not selected,False
1190,Men have more choice,Not selected,False
1191,Men have more choice,Men have more choice,True
1192,Men have more choice,Not selected,False
1195,Men have more choice,Men have more choice,True
1196,Men have more choice,Men have more choice,True
1197,Men have more choice,Not selected,False
1198,Men have more choice,Not selected,False
1199,Men have more choice,Men have more choice,True
1200,Men have more choice,Not selected,False
1201,Men have more choice,Not selected,False
1202,Men have more choice,Not selected,False
1203,Men have more choice,Not selected,False
1204,Men have more choice,Not selected,False
1208,Men have more choice,Not selected,False
1209,Men have more choice,Not selected,False
1211,Men have more choice,Not selected,False
1212,Men have more choice,Not selected,False
1215,Men have more choice,Not selected,False
1217,Men have more choice,Men have more choice,True
1218,Men have more choice,Men have more choice,True
1219,Men have more choice,Not selected,False
1222,Men have more choice,Not selected,False
1223,Men have more choice,Not selected,False
1224,Men have more choice,Not selected,False
1225,Men have more choice,Men have more choice,True
1228,Men have more choice,Not selected,False
1230,Men have more choice,Not selected,False
1231,Men have more choice,Not selected,False
1232,Men have more choice,Not selected,False
1234,Men have more choice,Not selected,False
1235,Men have more choice,Not selected,False
1237,Men have more choice,Not selected,False
1238,Men have more choice,Not selected,False
1239,Men have more choice,Not selected,False
1240,Men have more choice,Men have more choice,True
1241,Men have more choice,Not selected,False
1243,Men have more choice,Not selected,False
1244,Men have more choice,Not selected,False
1245,Men have more choice,Not selected,False
1246,Men have more choice,Not selected,False
1247,Men have more choice,Not selected,False
1249,Men have more choice,Not selected,False
1250,Men have more choice,Men have more choice,True
1251,Men have more choice,Not selected,False
1252,Men have more choice,Not selected,False
1253,Men have more choice,Not selected,False
1254,Men have more choice,Men have more choice,True
1255,Men have more choice,Not selected,False
1256,Men have more choice,Men have more choice,True
1257,Men have more choice,Not selected,False
1258,Men have more choice,Not selected,False
1260,Men have more choice,Men have more choice,True
1261,Men have more choice,Not selected,False
1262,Men have more choice,Not selected,False
1263,Men have more choice,Men have more choice,True
1264,Men have more choice,Not selected,False
1265,Men have more choice,Not selected,False
1266,Men have more choice,Not selected,False
1268,Men have more choice,Not selected,False
1269,Men have more choice,Not selected,False
1270,Men have more choice,Not selected,False
1271,Men have more choice,Not selected,False
1272,Men have more choice,Not selected,False
1273,Men have more choice,Not selected,False
1274,Men have more choice,Not selected,False
1275,Men have more choice,Not selected,False
1276,Men have more choice,Not selected,False
1277,Men have more choice,Not selected,False
1278,Men have more choice,Not selected,False
1279,Men have more choice,Not selected,False
1280,Men have more choice,Not selected,False
1282,Men have more choice,Not selected,False
1283,Men have more choice,Not selected,False
1284,Men have more choice,Not selected,False
1285,Men have more choice,Men have more choice,True
1287,Men have more choice,Not selected,False
1288,Men have more choice,Not selected,False
1289,Men have more choice,Not selected,False
1290,Men have more choice,Not selected,False
1291,Men have more choice,Not selected,False
1293,Men have more choice,Not selected,False
1294,Men have more choice,Not selected,False
1295,Men have more choice,Not selected,False
1297,Men have more choice,Not selected,False
1299,Men have more choice,Men have more choice,True
1300,Men have more choice,Not selected,False
1301,Men have more choice,Not selected,False
1302,Men have more choice,Not selected,False
1304,Men have more choice,Not selected,False
1305,Men have more choice,Not selected,False
1306,Men have more choice,Not selected,False
1307,Men have more choice,Not selected,False
1308,Men have more choice,Not selected,False
1309,Men have more choice,Not selected,False
1310,Men have more choice,Men have more choice,True
1312,Men have more choice,Not selected,False
1314,Men have more choice,Men have more choice,True
1315,Men have more choice,Not selected,False
1316,Men have more choice,Not selected,False
1317,Men have more choice,Not selected,False
1318,Men have more choice,Not selected,False
1319,Men have more choice,Not selected,False
1320,Men have more choice,Not selected,False
1321,Men have more choice,Not selected,False
1325,Men have more choice,Not selected,False
1326,Men have more choice,Not selected,False
1327,Men have more choice,Not selected,False
1328,Men have more choice,Not selected,False
1329,Men have more choice,Not selected,False
1331,Men have more choice,Men have more choice,True
1332,Men have more choice,Not selected,False
1334,Men have more choice,Men have more choice,True
1336,Men have more choice,Not selected,False
1337,Men have more choice,Not selected,False
1338,Men have more choice,Not selected,False
1340,Men have more choice,Not selected,False
1341,Men have more choice,Not selected,False
1343,Men have more choice,Not selected,False
1348,Men have more choice,Not selected,False
1350,Men have more choice,Not selected,False
1351,Men have more choice,Not selected,False
1352,Men have more choice,Not selected,False
1353,Men have more choice,Not selected,False
1354,Men have more choice,Not selected,False
1355,Men have more choice,Men have more choice,True
1356,Men have more choice,Men have more choice,True
1357,Men have more choice,Not selected,False
1358,Men have more choice,Not selected,False
1359,Men have more choice,Men have more choice,True
1361,Men have more choice,Not selected,False
1362,Men have more choice,Not selected,False
1363,Men have more choice,Not selected,False
1365,Men have more choice,Not selected,False
1367,Men have more choice,Men have more choice,True
1368,Men have more choice,Not selected,False
1369,Men have more choice,Not selected,False
1370,Men have more choice,Not selected,False
1372,Men have more choice,Not selected,False
1373,Men have more choice,Not selected,False
1375,Men have more choice,Not selected,False
1376,Men have more choice,Not selected,False
1378,Men have more choice,Not selected,False
1379,Men have more choice,Not selected,False
1382,Men have more choice,Not selected,False
1383,Men have more choice,Not selected,False
1385,Men have more choice,Not selected,False
1386,Men have more choice,Not selected,False
1387,Men have more choice,Not selected,False
1388,Men have more choice,Men have more choice,True
1390,Men have more choice,Not selected,False
1391,Men have more choice,Not selected,False
1392,Men have more choice,Men have more choice,True
1393,Men have more choice,Not selected,False
1394,Men have more choice,Not selected,False
1395,Men have more choice,Not selected,False
1396,Men have more choice,Not selected,False
1397,Men have more choice,Men have more choice,True
1398,Men have more choice,Not selected,False
1399,Men have more choice,Not selected,False
1400,Men have more choice,Men have more choice,True
1404,Men have more choice,Not selected,False
1405,Men have more choice,Not selected,False
1407,Men have more choice,Not selected,False
1408,Men have more choice,Not selected,False
1410,Men have more choice,Not selected,False
1412,Men have more choice,Not selected,False
1414,Men have more choice,Not selected,False
1415,Men have more choice,Not selected,False
1416,Men have more choice,Not selected,False
1417,Men have more choice,Men have more choice,True
1418,Men have more choice,Not selected,False
1419,Men have more choice,Not selected,False
1421,Men have more choice,Not selected,False
1422,Men have more choice,Men have more choice,True
1423,Men have more choice,Not selected,False
1424,Men have more choice,Men have more choice,True
1425,Men have more choice,Not selected,False
1426,Men have more choice,Not selected,False
1427,Men have more choice,Men have more choice,True
1428,Men have more choice,Not selected,False
1431,Men have more choice,Not selected,False
1432,Men have more choice,Not selected,False
1433,Men have more choice,Not selected,False
1434,Men have more choice,Not selected,False
1436,Men have more choice,Men have more choice,True
1437,Men have more choice,Not selected,False
1441,Men have more choice,Not selected,False
1442,Men have more choice,Not selected,False
1443,Men have more choice,Not selected,False
1446,Men have more choice,Not selected,False
1447,Men have more choice,Not selected,False
1449,Men have more choice,Not selected,False
1451,Men have more choice,Not selected,False
1452,Men have more choice,Not selected,False
1453,Men have more choice,Not selected,False
1454,Men have more choice,Not selected,False
1455,Men have more choice,Not selected,False
1458,Men have more choice,Not selected,False
1459,Men have more choice,Not selected,False
1460,Men have more choice,Not selected,False
1461,Men have more choice,Not selected,False
1462,Men have more choice,Not selected,False
1464,Men have more choice,Not selected,False
