index,variable,value,Selected
431,Greater risk of being accused of sexual harassment,Not selected,False
432,Greater risk of being accused of sexual harassment,Not selected,False
436,Greater risk of being accused of sexual harassment,Not selected,False
440,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
441,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
444,Greater risk of being accused of sexual harassment,Not selected,False
445,Greater risk of being accused of sexual harassment,Not selected,False
447,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
448,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
449,Greater risk of being accused of sexual harassment,Not selected,False
451,Greater risk of being accused of sexual harassment,Not selected,False
452,Greater risk of being accused of sexual harassment,Not selected,False
453,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
459,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
461,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
462,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
464,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
465,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
466,Greater risk of being accused of sexual harassment,Not selected,False
470,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
472,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
473,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
475,Greater risk of being accused of sexual harassment,Not selected,False
479,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
480,Greater risk of being accused of sexual harassment,Not selected,False
481,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
482,Greater risk of being accused of sexual harassment,Not selected,False
486,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
488,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
489,Greater risk of being accused of sexual harassment,Not selected,False
493,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
494,Greater risk of being accused of sexual harassment,Not selected,False
497,Greater risk of being accused of sexual harassment,Not selected,False
499,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
500,Greater risk of being accused of sexual harassment,Not selected,False
501,Greater risk of being accused of sexual harassment,Not selected,False
502,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
505,Greater risk of being accused of sexual harassment,Not selected,False
511,Greater risk of being accused of sexual harassment,Not selected,False
515,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
516,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
517,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
519,Greater risk of being accused of sexual harassment,Not selected,False
521,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
524,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
526,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
530,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
531,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
532,Greater risk of being accused of sexual harassment,Not selected,False
533,Greater risk of being accused of sexual harassment,Not selected,False
534,Greater risk of being accused of sexual harassment,Not selected,False
537,Greater risk of being accused of sexual harassment,Not selected,False
538,Greater risk of being accused of sexual harassment,Not selected,False
542,Greater risk of being accused of sexual harassment,Not selected,False
545,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
548,Greater risk of being accused of sexual harassment,Not selected,False
550,Greater risk of being accused of sexual harassment,Not selected,False
551,Greater risk of being accused of sexual harassment,Not selected,False
555,Greater risk of being accused of sexual harassment,Not selected,False
557,Greater risk of being accused of sexual harassment,Not selected,False
562,Greater risk of being accused of sexual harassment,Not selected,False
563,Greater risk of being accused of sexual harassment,Not selected,False
564,Greater risk of being accused of sexual harassment,Not selected,False
565,Greater risk of being accused of sexual harassment,Not selected,False
566,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
568,Greater risk of being accused of sexual harassment,Not selected,False
571,Greater risk of being accused of sexual harassment,Not selected,False
572,Greater risk of being accused of sexual harassment,Not selected,False
573,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
574,Greater risk of being accused of sexual harassment,Not selected,False
575,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
576,Greater risk of being accused of sexual harassment,Not selected,False
583,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
585,Greater risk of being accused of sexual harassment,Not selected,False
586,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
587,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
592,Greater risk of being accused of sexual harassment,Not selected,False
598,Greater risk of being accused of sexual harassment,Not selected,False
600,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
601,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
603,Greater risk of being accused of sexual harassment,Not selected,False
605,Greater risk of being accused of sexual harassment,Not selected,False
613,Greater risk of being accused of sexual harassment,Not selected,False
614,Greater risk of being accused of sexual harassment,Not selected,False
616,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
619,Greater risk of being accused of sexual harassment,Not selected,False
624,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
632,Greater risk of being accused of sexual harassment,Not selected,False
633,Greater risk of being accused of sexual harassment,Not selected,False
634,Greater risk of being accused of sexual harassment,Not selected,False
637,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
638,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
643,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
644,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
646,Greater risk of being accused of sexual harassment,Not selected,False
647,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
649,Greater risk of being accused of sexual harassment,Not selected,False
651,Greater risk of being accused of sexual harassment,Not selected,False
653,Greater risk of being accused of sexual harassment,Not selected,False
657,Greater risk of being accused of sexual harassment,Not selected,False
658,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
661,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
662,Greater risk of being accused of sexual harassment,Not selected,False
663,Greater risk of being accused of sexual harassment,Not selected,False
666,Greater risk of being accused of sexual harassment,Not selected,False
667,Greater risk of being accused of sexual harassment,Not selected,False
670,Greater risk of being accused of sexual harassment,Not selected,False
674,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
675,Greater risk of being accused of sexual harassment,Not selected,False
676,Greater risk of being accused of sexual harassment,Not selected,False
677,Greater risk of being accused of sexual harassment,Not selected,False
678,Greater risk of being accused of sexual harassment,Not selected,False
679,Greater risk of being accused of sexual harassment,Not selected,False
680,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
682,Greater risk of being accused of sexual harassment,Not selected,False
683,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
684,Greater risk of being accused of sexual harassment,Not selected,False
686,Greater risk of being accused of sexual harassment,Not selected,False
691,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
693,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
698,Greater risk of being accused of sexual harassment,Not selected,False
702,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
705,Greater risk of being accused of sexual harassment,Not selected,False
706,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
713,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
714,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
715,Greater risk of being accused of sexual harassment,Not selected,False
716,Greater risk of being accused of sexual harassment,Not selected,False
718,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
721,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
723,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
724,Greater risk of being accused of sexual harassment,Not selected,False
726,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
730,Greater risk of being accused of sexual harassment,Not selected,False
731,Greater risk of being accused of sexual harassment,Not selected,False
732,Greater risk of being accused of sexual harassment,Not selected,False
735,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
737,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
738,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
742,Greater risk of being accused of sexual harassment,Not selected,False
744,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
745,Greater risk of being accused of sexual harassment,Not selected,False
746,Greater risk of being accused of sexual harassment,Not selected,False
750,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
751,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
752,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
754,Greater risk of being accused of sexual harassment,Not selected,False
755,Greater risk of being accused of sexual harassment,Not selected,False
759,Greater risk of being accused of sexual harassment,Not selected,False
762,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
763,Greater risk of being accused of sexual harassment,Not selected,False
764,Greater risk of being accused of sexual harassment,Not selected,False
768,Greater risk of being accused of sexual harassment,Not selected,False
769,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
770,Greater risk of being accused of sexual harassment,Not selected,False
771,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
772,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
773,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
774,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
777,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
779,Greater risk of being accused of sexual harassment,Not selected,False
781,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
786,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
788,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
793,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
795,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
796,Greater risk of being accused of sexual harassment,Not selected,False
797,Greater risk of being accused of sexual harassment,Not selected,False
798,Greater risk of being accused of sexual harassment,Not selected,False
801,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
802,Greater risk of being accused of sexual harassment,Not selected,False
805,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
808,Greater risk of being accused of sexual harassment,Not selected,False
811,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
812,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
814,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
816,Greater risk of being accused of sexual harassment,Not selected,False
818,Greater risk of being accused of sexual harassment,Not selected,False
821,Greater risk of being accused of sexual harassment,Not selected,False
824,Greater risk of being accused of sexual harassment,Not selected,False
825,Greater risk of being accused of sexual harassment,Not selected,False
826,Greater risk of being accused of sexual harassment,Not selected,False
835,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
837,Greater risk of being accused of sexual harassment,Not selected,False
838,Greater risk of being accused of sexual harassment,Not selected,False
839,Greater risk of being accused of sexual harassment,Not selected,False
842,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
847,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
852,Greater risk of being accused of sexual harassment,Not selected,False
853,Greater risk of being accused of sexual harassment,Not selected,False
857,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
858,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
860,Greater risk of being accused of sexual harassment,Not selected,False
862,Greater risk of being accused of sexual harassment,Not selected,False
863,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
866,Greater risk of being accused of sexual harassment,Not selected,False
867,Greater risk of being accused of sexual harassment,Not selected,False
868,Greater risk of being accused of sexual harassment,Not selected,False
869,Greater risk of being accused of sexual harassment,Not selected,False
873,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
879,Greater risk of being accused of sexual harassment,Not selected,False
880,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
881,Greater risk of being accused of sexual harassment,Not selected,False
887,Greater risk of being accused of sexual harassment,Not selected,False
891,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
896,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
899,Greater risk of being accused of sexual harassment,Not selected,False
903,Greater risk of being accused of sexual harassment,Not selected,False
904,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
908,Greater risk of being accused of sexual harassment,Not selected,False
909,Greater risk of being accused of sexual harassment,Not selected,False
910,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
913,Greater risk of being accused of sexual harassment,Not selected,False
914,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
915,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
917,Greater risk of being accused of sexual harassment,Not selected,False
918,Greater risk of being accused of sexual harassment,Not selected,False
920,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
921,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
922,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
923,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
924,Greater risk of being accused of sexual harassment,Not selected,False
926,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
929,Greater risk of being accused of sexual harassment,Not selected,False
931,Greater risk of being accused of sexual harassment,Not selected,False
933,Greater risk of being accused of sexual harassment,Not selected,False
937,Greater risk of being accused of sexual harassment,Not selected,False
938,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
939,Greater risk of being accused of sexual harassment,Not selected,False
940,Greater risk of being accused of sexual harassment,Not selected,False
942,Greater risk of being accused of sexual harassment,Not selected,False
945,Greater risk of being accused of sexual harassment,Not selected,False
946,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
949,Greater risk of being accused of sexual harassment,Not selected,False
951,Greater risk of being accused of sexual harassment,Not selected,False
952,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
954,Greater risk of being accused of sexual harassment,Not selected,False
959,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
960,Greater risk of being accused of sexual harassment,Not selected,False
961,Greater risk of being accused of sexual harassment,Not selected,False
963,Greater risk of being accused of sexual harassment,Not selected,False
966,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
967,Greater risk of being accused of sexual harassment,Not selected,False
968,Greater risk of being accused of sexual harassment,Not selected,False
971,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
974,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
977,Greater risk of being accused of sexual harassment,Not selected,False
978,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
980,Greater risk of being accused of sexual harassment,Not selected,False
984,Greater risk of being accused of sexual harassment,Not selected,False
985,Greater risk of being accused of sexual harassment,Not selected,False
986,Greater risk of being accused of sexual harassment,Not selected,False
987,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
988,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
989,Greater risk of being accused of sexual harassment,Not selected,False
993,Greater risk of being accused of sexual harassment,Not selected,False
995,Greater risk of being accused of sexual harassment,Not selected,False
996,Greater risk of being accused of sexual harassment,Not selected,False
999,Greater risk of being accused of sexual harassment,Not selected,False
1000,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1001,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1003,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1004,Greater risk of being accused of sexual harassment,Not selected,False
1006,Greater risk of being accused of sexual harassment,Not selected,False
1008,Greater risk of being accused of sexual harassment,Not selected,False
1010,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1011,Greater risk of being accused of sexual harassment,Not selected,False
1012,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1013,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1015,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1017,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1022,Greater risk of being accused of sexual harassment,Not selected,False
1025,Greater risk of being accused of sexual harassment,Not selected,False
1026,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1029,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1030,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1033,Greater risk of being accused of sexual harassment,Not selected,False
1034,Greater risk of being accused of sexual harassment,Not selected,False
1035,Greater risk of being accused of sexual harassment,Not selected,False
1047,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1051,Greater risk of being accused of sexual harassment,Not selected,False
1052,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1053,Greater risk of being accused of sexual harassment,Not selected,False
1055,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1058,Greater risk of being accused of sexual harassment,Not selected,False
1060,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1064,Greater risk of being accused of sexual harassment,Not selected,False
1065,Greater risk of being accused of sexual harassment,Not selected,False
1066,Greater risk of being accused of sexual harassment,Not selected,False
1067,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1068,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1070,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1072,Greater risk of being accused of sexual harassment,Not selected,False
1073,Greater risk of being accused of sexual harassment,Not selected,False
1075,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1077,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1078,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1080,Greater risk of being accused of sexual harassment,Not selected,False
1083,Greater risk of being accused of sexual harassment,Not selected,False
1084,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1086,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1088,Greater risk of being accused of sexual harassment,Not selected,False
1089,Greater risk of being accused of sexual harassment,Not selected,False
1092,Greater risk of being accused of sexual harassment,Not selected,False
1096,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1098,Greater risk of being accused of sexual harassment,Not selected,False
1099,Greater risk of being accused of sexual harassment,Not selected,False
1103,Greater risk of being accused of sexual harassment,Not selected,False
1104,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1105,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1106,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1107,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1108,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1109,Greater risk of being accused of sexual harassment,Not selected,False
1111,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1112,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1115,Greater risk of being accused of sexual harassment,Not selected,False
1116,Greater risk of being accused of sexual harassment,Not selected,False
1120,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1121,Greater risk of being accused of sexual harassment,Not selected,False
1123,Greater risk of being accused of sexual harassment,Not selected,False
1124,Greater risk of being accused of sexual harassment,Not selected,False
1127,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1129,Greater risk of being accused of sexual harassment,Not selected,False
1131,Greater risk of being accused of sexual harassment,Not selected,False
1133,Greater risk of being accused of sexual harassment,Not selected,False
1134,Greater risk of being accused of sexual harassment,Not selected,False
1137,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1138,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1141,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1143,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1145,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1146,Greater risk of being accused of sexual harassment,Not selected,False
1150,Greater risk of being accused of sexual harassment,Not selected,False
1151,Greater risk of being accused of sexual harassment,Not selected,False
1153,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1155,Greater risk of being accused of sexual harassment,Not selected,False
1156,Greater risk of being accused of sexual harassment,Not selected,False
1157,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1158,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1161,Greater risk of being accused of sexual harassment,Not selected,False
1162,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1163,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1164,Greater risk of being accused of sexual harassment,Not selected,False
1166,Greater risk of being accused of sexual harassment,Not selected,False
1171,Greater risk of being accused of sexual harassment,Not selected,False
1173,Greater risk of being accused of sexual harassment,Not selected,False
1174,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1180,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1182,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1183,Greater risk of being accused of sexual harassment,Not selected,False
1184,Greater risk of being accused of sexual harassment,Not selected,False
1185,Greater risk of being accused of sexual harassment,Not selected,False
1187,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1189,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1190,Greater risk of being accused of sexual harassment,Not selected,False
1191,Greater risk of being accused of sexual harassment,Not selected,False
1192,Greater risk of being accused of sexual harassment,Not selected,False
1195,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1196,Greater risk of being accused of sexual harassment,Not selected,False
1197,Greater risk of being accused of sexual harassment,Not selected,False
1198,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1199,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1200,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1201,Greater risk of being accused of sexual harassment,Not selected,False
1202,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1203,Greater risk of being accused of sexual harassment,Not selected,False
1204,Greater risk of being accused of sexual harassment,Not selected,False
1208,Greater risk of being accused of sexual harassment,Not selected,False
1209,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1211,Greater risk of being accused of sexual harassment,Not selected,False
1212,Greater risk of being accused of sexual harassment,Not selected,False
1215,Greater risk of being accused of sexual harassment,Not selected,False
1217,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1218,Greater risk of being accused of sexual harassment,Not selected,False
1219,Greater risk of being accused of sexual harassment,Not selected,False
1222,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1223,Greater risk of being accused of sexual harassment,Not selected,False
1224,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1225,Greater risk of being accused of sexual harassment,Not selected,False
1228,Greater risk of being accused of sexual harassment,Not selected,False
1230,Greater risk of being accused of sexual harassment,Not selected,False
1231,Greater risk of being accused of sexual harassment,Not selected,False
1232,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1234,Greater risk of being accused of sexual harassment,Not selected,False
1235,Greater risk of being accused of sexual harassment,Not selected,False
1237,Greater risk of being accused of sexual harassment,Not selected,False
1238,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1239,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1240,Greater risk of being accused of sexual harassment,Not selected,False
1241,Greater risk of being accused of sexual harassment,Not selected,False
1243,Greater risk of being accused of sexual harassment,Not selected,False
1244,Greater risk of being accused of sexual harassment,Not selected,False
1245,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1246,Greater risk of being accused of sexual harassment,Not selected,False
1247,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1249,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1250,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1251,Greater risk of being accused of sexual harassment,Not selected,False
1252,Greater risk of being accused of sexual harassment,Not selected,False
1253,Greater risk of being accused of sexual harassment,Not selected,False
1254,Greater risk of being accused of sexual harassment,Not selected,False
1255,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1256,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1257,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1258,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1260,Greater risk of being accused of sexual harassment,Not selected,False
1261,Greater risk of being accused of sexual harassment,Not selected,False
1262,Greater risk of being accused of sexual harassment,Not selected,False
1263,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1264,Greater risk of being accused of sexual harassment,Not selected,False
1265,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1266,Greater risk of being accused of sexual harassment,Not selected,False
1268,Greater risk of being accused of sexual harassment,Not selected,False
1269,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1270,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1271,Greater risk of being accused of sexual harassment,Not selected,False
1272,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1273,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1274,Greater risk of being accused of sexual harassment,Not selected,False
1275,Greater risk of being accused of sexual harassment,Not selected,False
1276,Greater risk of being accused of sexual harassment,Not selected,False
1277,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1278,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1279,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1280,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1282,Greater risk of being accused of sexual harassment,Not selected,False
1283,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1284,Greater risk of being accused of sexual harassment,Not selected,False
1285,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1287,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1288,Greater risk of being accused of sexual harassment,Not selected,False
1289,Greater risk of being accused of sexual harassment,Not selected,False
1290,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1291,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1293,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1294,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1295,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
1297,Greater risk of being accused of sexual harassment,Greater risk of being accused of sexual harassment,True
